gene,Epi_mock1,Epi_mock2,Epi_mock3,Epi_KD1,Epi_KD2,Epi_KD3,Fib_mock1,Fib_mock2,Fib_mock3,Fib_KD1,Fib_KD2,Fib_KD3
MHENCR,45,55,43,64,71,42,86,65,129,41,81,87
STMN3,6,2,3,13,10,7,164,148,214,225,236,313
RTEL1,0,14,7,6,18,12,25,14,27,12,9,10
RTEL1-TNFRSF6B,10,15,19,15,20,15,52,22,58,17,54,45
TNFRSF6B,0,0,0,0,0,0,0,0,0,0,0,0
ARFRP1,295,308,382,497,495,446,1158,997,974,970,1002,1281
ZGPAT,52,72,88,51,93,74,114,62,89,69,87,98
LIME1,46,41,35,27,26,37,47,23,52,26,54,38
SLC2A4RG,1388,1629,1673,2837,2308,1974,1660,1315,1926,1910,2180,2117
ZBTB46,94,93,82,214,156,150,91,82,114,126,138,143
ABHD16B,0,0,0,0,0,0,0,0,0,0,0,0
TPD52L2,2187,3446,2961,3005,3235,3506,5125,4336,4925,4854,5004,5747
DNAJC5,1108,2632,2007,1361,2026,1848,2429,2025,2119,2008,1905,2271
RNU1-134P,2,1,0,5,1,1,0,0,0,0,2,1
MIR941-1,0,0,0,0,1,0,0,0,0,0,0,0
MIR941-2,0,0,0,0,0,0,0,0,0,0,0,0
MIR941-3,0,0,0,0,0,0,0,0,0,0,0,0
MIR941-4,0,0,0,0,1,0,0,0,0,0,0,0
MIR941-5,0,0,0,0,0,0,0,0,0,0,0,0
UCKL1,224,221,257,448,426,369,387,259,437,492,676,613
MIR1914,0,0,0,0,0,0,0,0,0,0,0,0
MIR647,4,1,5,1,6,2,7,2,4,0,4,2
UCKL1-AS1,14,30,29,12,13,17,16,16,4,10,15,15
ZNF512B,567,1397,899,594,916,826,889,659,615,671,643,729
SAMD10,211,242,214,296,190,219,49,34,51,41,55,53
PRPF6,1676,3479,2921,2107,2358,2480,2330,2127,2116,2030,2155,2213
C20orf204,12,17,21,16,12,8,14,10,6,5,5,8
SOX18,0,0,0,3,0,0,0,0,0,1,0,1
TCEA2,388,820,517,377,397,359,512,424,557,573,604,541
RGS19,63,91,81,158,159,108,201,168,249,267,261,272
MIR6813,0,0,0,0,0,1,0,0,1,0,0,0
OPRL1,0,2,4,1,1,2,15,14,14,38,26,14
LKAAEAR1,0,0,0,0,0,0,0,0,0,0,0,1
MYT1,0,0,0,0,0,0,0,0,0,0,0,0
NPBWR2,0,0,0,0,0,0,0,0,0,0,0,0
PCMTD2,375,821,618,378,429,448,437,302,442,507,534,475
IL9RP5,0,0,0,0,0,0,0,1,0,0,0,0
IQSEC3P3,0,0,0,0,0,0,0,0,0,0,0,0
MIR1302-11,0,0,0,0,0,0,0,0,0,0,0,0
FAM138F,0,0,0,0,0,0,0,0,0,0,0,0
OR4G3P,0,0,0,0,0,0,0,0,0,0,0,0
OR4G1P,0,0,0,0,0,0,0,0,0,0,0,0
OR4F17,0,0,0,0,0,0,0,0,0,0,0,0
OR4F8P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1076P,0,0,0,0,0,0,0,0,0,0,0,0
PLPP2,364,592,406,712,654,506,56,36,59,85,108,113
MIER2,394,633,507,387,458,427,485,483,575,528,498,486
SPMAP2,0,0,0,0,0,0,0,0,0,0,0,0
C2CD4C,0,1,0,0,0,0,1,1,0,1,1,3
SHC2,1,0,0,2,1,0,43,11,45,7,31,30
RNA5SP462,0,0,0,0,0,0,0,0,0,0,0,0
CIMAP1D,0,3,0,1,1,1,0,0,0,0,0,0
MADCAM1,15,24,23,19,17,19,6,3,10,2,8,3
TPGS1,124,189,131,159,111,104,150,133,160,152,154,165
CDC34,1078,1761,1445,1385,1253,1299,1389,1505,1723,1421,1542,1492
GZMM,14,12,14,55,31,30,4,0,1,1,1,0
BSG,6105,9438,8167,10503,9715,9529,8934,7342,9600,9979,10303,9715
HCN2,12,5,2,3,6,7,13,17,20,34,27,29
POLRMT,885,1606,1486,1268,1367,1465,929,869,976,881,904,866
FGF22,6,5,5,4,5,5,3,0,1,0,0,3
RNF126,622,818,702,1316,1184,959,910,686,929,665,917,965
FSTL3,58,88,85,101,115,117,2438,2084,2048,4436,3008,3526
PRSS57,0,0,0,0,0,0,0,0,0,0,0,0
RPS2P52,0,0,0,1,0,0,0,0,0,0,0,0
PALM,0,0,1,3,4,0,12,0,19,6,18,26
MISP,123,176,239,710,453,679,2,0,0,4,0,2
LOC101928450,7,1,3,6,10,3,4,1,7,10,10,3
PTBP1,7297,11010,9514,9884,11274,9957,6855,5217,6632,5247,6254,6616
MIR4745,0,0,0,0,0,0,0,0,0,0,0,0
PLPPR3,3,4,10,1,0,9,12,1,12,5,9,6
MIR3187,0,0,0,0,0,0,0,0,0,0,0,0
AZU1,0,1,0,0,2,0,0,0,2,0,0,1
PRTN3,0,0,0,0,0,0,0,0,0,0,1,0
ELANE,0,0,0,0,0,0,0,0,0,0,0,2
CFD,67,75,74,113,101,109,16,7,10,18,11,8
MED16,591,987,816,664,707,714,1110,985,1039,1037,933,1041
RNU6-9,0,3,0,0,0,0,0,0,1,0,0,0
R3HDM4,648,1064,784,824,801,723,924,761,891,811,873,916
KISS1R,0,2,1,1,0,0,1,0,1,1,0,0
ARID3A,274,706,369,182,270,260,1033,1035,930,742,663,721
WDR18,1215,2046,1549,1774,1676,1527,1054,1053,1120,865,953,1001
GRIN3B,26,14,12,13,6,2,13,11,9,15,9,5
TMEM259,1559,2119,1947,2251,2134,2141,1920,1642,2164,1822,2046,1973
RNU6-2,0,2,2,4,6,4,1,1,2,3,4,4
CNN2,3467,5639,4597,4054,4550,4557,3729,3929,4134,3924,3169,2592
ABCA7,182,217,229,269,221,216,45,43,28,56,30,24
ARHGAP45,240,348,329,412,479,520,84,61,73,73,50,90
POLR2E,2954,4622,3790,4313,3648,3699,2525,2227,2707,2434,2683,2556
GPX4,6622,9757,7898,8937,6482,6059,2530,2378,2608,3023,2752,2610
SBNO2,794,1217,1183,1184,1480,1668,1550,1190,1486,1164,1337,1400
STK11,1403,2621,1950,1639,1758,1569,1330,1123,1452,1196,1372,1298
CBARP,46,27,49,83,62,109,232,130,210,239,247,245
ATP5F1D,1094,1544,1174,2112,1389,1407,1313,1074,1345,1327,1510,1626
MIDN,644,1373,941,755,658,728,1442,1054,1190,742,937,931
CIRBP,1116,2235,1371,1497,1530,1154,2491,1531,2195,1802,2510,2714
CIRBP-AS1,7,10,12,31,44,28,16,11,20,12,12,29
FAM174C,770,958,746,1531,1172,1154,637,579,737,656,785,795
EFNA2,0,1,0,0,1,2,0,0,0,0,0,0
RPS15P9,0,0,0,0,0,0,0,0,0,0,0,0
PWWP3A,731,1153,1305,754,808,838,436,345,483,508,541,526
NDUFS7,170,313,222,323,238,220,212,194,204,182,199,200
GAMT,895,1031,1097,1981,1392,1494,397,357,444,684,562,701
DAZAP1,2016,2884,2998,3098,3195,3072,3810,3272,4012,2678,3457,3132
RPS15,5026,7305,6394,12296,8983,8708,6952,6564,8159,7703,8903,8462
APC2,66,186,102,74,135,126,79,46,72,99,74,85
C19orf25,336,601,495,549,508,558,543,471,528,496,537,627
PCSK4,17,18,13,12,10,10,2,6,10,15,15,0
REEP6,68,115,84,108,99,119,23,9,21,40,19,16
ADAMTSL5,58,78,78,138,131,128,282,164,226,411,459,434
PLK5,3,0,2,1,3,1,15,3,10,16,16,19
MEX3D,204,322,344,515,609,498,774,548,706,883,796,905
RN7SL477P,0,0,0,3,0,0,0,0,0,0,0,0
MBD3,1092,1847,1368,2197,2094,1748,1578,1416,1726,1582,1750,1818
UQCR11,139,254,238,408,323,321,251,206,218,281,261,286
TCF3,911,1417,1407,1829,1945,1946,1582,1215,1760,1718,2034,1855
RNU6-1223P,0,0,0,0,0,0,0,0,0,0,0,0
ONECUT3,0,0,0,0,1,0,0,0,0,0,0,0
ATP8B3,24,14,19,21,37,42,68,58,122,91,136,83
REXO1,619,1310,888,445,688,713,861,778,803,535,596,650
MIR1909,0,0,0,0,0,0,0,0,0,0,0,0
LOC100288123,33,50,22,14,15,14,15,5,16,12,12,6
KLF16,344,605,616,911,1017,991,775,579,1065,746,1129,989
ABHD17A,829,1048,977,1054,935,879,1398,1062,1488,1366,1464,1505
SCAMP4,814,1369,1183,1219,1430,1239,957,746,872,961,948,992
ADAT3,31,67,26,41,27,24,64,28,57,55,55,46
CSNK1G2,1155,1820,1434,1505,1589,1438,1545,1124,1333,1353,1343,1628
CSNK1G2-AS1,0,1,1,3,2,1,0,0,0,1,0,0
BTBD2,1147,1735,1563,1664,1551,1541,1578,1364,1415,1789,1593,1697
MKNK2,1669,2962,2863,2488,2999,2903,2144,1802,2279,1628,1946,1452
MOB3A,416,652,485,430,430,441,1132,803,1041,922,989,1119
IZUMO4,4,4,2,3,3,2,1,3,9,1,16,5
AP3D1,3189,5709,4604,3827,4554,4595,4618,4007,4702,3747,4444,4366
DOT1L,898,1668,1248,731,1162,993,1253,893,1054,574,683,779
DOT1L-AS1,3,1,5,2,2,1,0,0,0,0,0,2
PLEKHJ1,676,1168,936,1142,921,971,1451,1218,1253,1111,1128,1253
MIR1227,0,0,0,0,0,0,0,0,0,0,0,0
MIR6789,0,0,0,0,0,0,0,0,0,0,0,0
SF3A2,947,1243,1037,1251,1195,1139,1062,742,1073,775,958,895
AMH,249,205,210,194,100,111,15,8,15,8,20,16
MIR4321,0,0,0,0,0,0,0,0,0,0,0,0
JSRP1,3,8,8,11,6,4,3,2,0,1,0,3
OAZ1,9405,13327,11013,14192,10249,9794,10079,9889,12152,11975,13063,11667
PEAK3,8,0,1,4,4,3,6,1,7,5,12,4
LINGO3,0,1,4,2,1,0,0,0,3,0,0,1
LSM7,278,349,414,1409,1100,1048,842,659,1057,1204,1549,1349
SPPL2B,375,519,451,445,414,380,571,464,509,417,529,436
TMPRSS9,9,14,24,23,26,21,27,8,19,15,38,15
TIMM13,982,1440,1210,1925,1433,1264,1564,1406,1455,1241,1374,1500
LMNB2,2052,3781,3921,4307,5805,5387,4435,2802,5326,5608,6698,7273
MIR7108,0,0,0,0,0,0,0,0,0,0,0,0
LINC01775,1,5,4,2,1,2,9,5,8,9,5,6
GADD45B,522,912,590,644,497,493,2207,1891,2156,2229,2243,1708
RNU6-993P,0,0,0,0,0,0,0,0,0,0,0,0
GNG7,161,336,221,194,213,212,0,2,1,1,0,2
RN7SL121P,0,0,0,0,0,0,0,0,0,0,0,0
MIR7850,0,0,0,0,0,0,0,0,0,0,0,0
DIRAS1,0,3,1,3,4,1,4,12,10,46,7,9
SLC39A3,602,914,700,876,774,739,402,388,441,410,405,445
SGTA,701,1046,1083,2205,2324,2174,1086,669,1196,1430,1606,1822
THOP1,1471,2286,2036,1911,2084,1983,1488,1197,1481,987,1274,1381
ZNF554,270,584,369,127,182,150,49,42,64,49,55,62
ZNF555,2,5,0,0,0,2,80,87,91,66,84,73
ZNF556,0,0,0,0,0,0,32,19,22,28,37,33
LOC100419704,0,0,0,0,1,0,0,0,0,0,0,0
ZNF57,77,108,94,130,115,111,35,25,36,23,36,31
ZNF77,92,145,113,94,94,83,23,35,44,30,27,54
TLE6,27,40,34,53,40,39,0,1,5,1,1,0
TLE2,198,208,269,247,264,253,11,4,18,3,22,14
TLE5,1754,2192,2217,3402,3071,2775,2959,2321,3374,4047,3693,3991
GNA11,1089,1845,1544,1682,1767,1742,2157,1752,2190,2039,2178,2300
RPL35P10,0,0,0,0,0,0,0,0,0,0,0,0
GNA15,0,2,0,0,0,1,0,0,0,0,0,1
GNA15-DT,0,0,0,0,0,0,0,0,1,0,2,0
S1PR4,1,0,1,8,1,1,0,0,0,0,0,0
NCLN,1764,2707,2550,3464,3762,3699,2913,2610,3074,2636,2978,3101
CELF5,9,8,12,35,39,37,0,0,1,0,1,0
LOC105372244,0,0,0,0,0,0,0,0,0,0,0,0
NFIC,563,1096,823,1094,1224,981,3156,2444,2948,3561,3433,3553
SMIM24,0,0,0,2,0,0,0,0,1,2,1,1
SMIM44,0,0,0,1,1,0,0,0,0,0,0,0
DOHH,457,835,641,748,684,737,703,576,745,573,748,759
FZR1,322,470,502,400,506,515,1318,922,1258,1198,1509,1493
MFSD12,717,899,921,1497,1417,1330,1172,971,1113,1097,1058,1156
TEKTIP1,57,68,63,35,65,52,47,40,44,47,46,43
HMG20B,617,752,735,1339,1029,1080,1530,1073,1861,1956,2353,1954
GIPC3,0,0,0,0,0,0,18,5,15,31,15,21
TBXA2R,0,0,0,0,0,0,116,65,103,208,158,188
CACTIN-AS1,5,5,9,1,1,7,6,2,8,9,7,2
CACTIN,280,488,374,273,300,314,480,395,510,424,474,477
PIP5K1C,618,890,892,672,908,918,1768,1372,1535,2003,1600,1825
TJP3,156,284,274,262,225,263,0,2,1,0,1,0
APBA3,318,447,394,403,359,372,272,239,342,276,254,176
MRPL54,484,921,582,1025,822,729,664,635,673,758,861,842
RAX2,0,2,0,0,0,1,0,0,0,0,0,0
MATK,0,0,0,0,0,0,0,0,0,0,0,0
ZFR2,0,0,0,0,0,0,0,0,1,2,0,0
ATCAY,1,3,0,0,0,0,2,0,1,2,2,9
RN7SL202P,0,0,0,0,0,0,0,0,0,0,0,0
NMRK2,0,0,0,0,0,0,1,3,1,2,2,2
DAPK3,720,1234,960,1068,957,1121,3377,2753,3404,2709,3281,3094
MIR637,0,0,0,0,0,0,0,0,0,0,0,0
EEF2,18861,32942,27539,30594,36738,35089,48868,37595,52404,45704,49843,45445
SNORD37,0,1,0,0,0,0,3,0,0,0,0,0
PIAS4,584,1172,837,649,629,638,604,545,601,522,563,520
ZBTB7A,669,1091,936,1030,902,944,1938,1624,2112,1953,2075,2122
MAP2K2,1818,2477,2190,3102,2565,2386,3033,2756,3173,2935,3184,3091
CREB3L3,0,1,0,0,0,0,0,0,0,1,0,1
SIRT6,189,222,269,326,269,290,423,347,384,360,439,447
ANKRD24,39,91,69,29,28,26,5,14,3,10,10,3
EBI3,0,1,0,0,0,1,9,6,17,11,17,15
YJU2,277,449,345,409,422,327,252,184,194,184,211,221
SHD,5,5,0,0,0,0,0,0,0,0,0,0
TMIGD2,0,0,0,0,0,0,0,0,0,0,0,0
FSD1,0,0,0,0,1,0,12,7,12,38,36,13
STAP2,66,107,88,119,115,117,173,170,142,176,164,182
MPND,94,181,152,155,174,188,113,96,74,146,95,122
SH3GL1,1815,2737,2071,1676,1931,1691,3124,2484,2626,1934,2208,2499
CHAF1A,1205,2372,1990,2137,2507,2289,905,561,872,666,1108,1123
UBXN6,1277,2358,1774,1538,1482,1381,3096,2676,2850,2848,2729,2792
MIR4746,0,0,0,0,0,0,0,0,0,0,0,0
HDGFL2,1582,2884,2366,2064,1990,2080,1838,1687,1884,1768,1972,1951
PLIN4,7,25,6,5,15,5,15,11,10,4,5,7
PLIN5,5,6,4,5,12,5,0,0,0,0,0,0
LRG1,388,473,413,636,586,585,0,0,0,0,1,0
SEMA6B,1,1,0,3,2,0,33,49,25,13,10,9
TNFAIP8L1,262,470,404,366,502,437,321,231,418,379,448,421
MYDGF,1465,2382,1719,1728,1377,1377,5597,5096,6498,5553,6507,5541
DPP9,1332,2236,1774,1304,1486,1503,2768,2219,2560,2024,2313,2680
DPP9-AS1,5,6,10,4,4,6,7,9,5,6,9,6
MIR7-3HG,0,0,1,1,0,0,0,0,0,0,0,0
MIR7-3,0,0,0,0,0,0,0,0,0,0,0,0
FEM1A,55,94,101,274,318,265,38,44,58,40,67,49
TICAM1,261,383,358,397,385,510,403,311,367,380,448,424
PLIN3,1474,2748,2035,1777,2169,2112,4383,4094,4165,4540,4000,5117
ARRDC5,0,2,0,0,0,0,0,0,0,0,0,0
UHRF1,508,1000,868,678,975,821,1374,846,1396,851,1245,1343
MIR4747,0,0,0,0,0,0,0,0,0,0,0,0
KDM4B,423,912,825,427,657,637,671,533,591,695,540,657
PTPRS,131,273,296,262,604,628,297,221,358,528,377,404
LOC105372253,0,0,0,0,0,0,0,0,0,1,0,0
ZNRF4,0,0,0,0,0,0,0,0,0,0,0,0
TINCR,5,22,12,4,6,3,4,4,8,2,5,3
SAFB2,1017,1784,1451,1362,1403,1476,995,790,1110,737,1024,1023
SAFB,1414,2474,2091,2012,2312,2320,1866,1486,2004,1531,1851,1743
RPL36,2891,4444,3793,6666,5063,4768,6685,6262,7133,6938,8278,7411
MICOS13,316,514,419,749,581,593,738,627,801,846,1007,1039
HSD11B1L,36,66,48,37,21,28,52,24,36,43,51,62
LONP1,4231,7681,7519,7295,9718,9041,2540,2044,2935,2183,2995,2409
CATSPERD,1,0,0,1,0,1,0,0,1,0,0,1
PRR22,45,55,18,52,54,47,17,8,21,18,17,11
DUS3L,234,305,289,529,587,561,228,135,216,195,251,233
NRTN,2,1,1,0,2,1,0,2,2,0,2,0
FUT6,1,0,0,0,0,1,0,0,0,0,2,0
FUT3,2,1,1,2,0,2,0,0,0,0,1,0
LOC101928844,0,0,0,0,0,0,0,0,1,0,0,0
FUT5,0,0,0,0,1,0,0,0,3,0,0,0
NDUFA11,202,238,245,424,268,283,237,173,285,236,295,255
VMAC,31,40,31,29,31,20,13,23,22,28,26,22
CAPS,46,74,54,59,35,34,32,26,29,46,43,41
RANBP3,968,1669,1300,1041,1215,1242,1127,996,1078,932,1045,1096
RANBP3-DT,5,14,14,6,19,13,8,2,5,5,10,11
RFX2,85,141,125,147,136,156,314,183,320,243,323,265
RPL32P37,0,2,0,0,0,0,0,0,1,0,0,0
ACSBG2,1,10,5,2,2,4,2,1,3,9,0,2
MLLT1,1328,2476,1972,1496,1826,1796,1676,1337,1504,1348,1355,1401
ACER1,0,0,0,0,3,0,0,0,2,2,0,1
CLPP,724,988,1039,2466,2169,2013,1010,870,1247,1537,1653,1667
ALKBH7,465,840,539,850,685,575,522,437,593,688,799,607
PSPN,66,91,90,50,60,63,47,39,46,54,37,49
GTF2F1,1315,2455,1912,1730,1906,1870,1984,1745,1862,1616,1748,1776
MIR6885,0,0,0,0,0,0,0,0,0,0,0,0
MIR6790,0,0,0,0,0,0,0,0,0,0,0,0
KHSRP,3899,7547,6483,5070,6572,6175,4267,3120,3913,3122,3459,3737
MIR3940,0,0,0,0,0,0,0,0,0,0,0,0
SLC25A41,2,3,5,8,8,9,1,0,0,0,2,1
SLC25A23,1207,1888,1573,1957,2411,2196,127,78,96,238,123,159
CRB3,405,741,676,659,579,594,0,1,0,0,0,0
DENND1C,363,909,700,274,485,507,0,0,0,0,0,0
TUBB4A,4,1,7,1,3,5,0,1,0,0,0,0
TNFSF9,51,87,81,139,151,95,144,187,186,231,166,173
CD70,7,40,12,7,11,7,0,2,0,3,0,0
RPL7P50,3,16,7,1,5,0,0,0,0,0,0,0
TNFSF14,0,0,0,0,0,0,0,0,0,0,0,0
C3,72,57,95,88,55,77,2,4,2,0,7,1
GPR108,560,815,639,573,505,519,808,657,765,921,789,852
MIR6791,0,0,0,0,0,0,0,0,0,0,0,0
TRIP10,267,436,353,523,537,430,1272,1058,1309,1094,1334,1143
SH2D3A,1354,1308,1410,2064,1591,1785,25,11,19,9,20,19
VAV1,119,167,148,405,361,309,0,0,0,0,0,0
ADGRE1,0,0,0,0,1,0,0,0,0,0,0,0
MBD3L2B,0,0,0,0,0,0,0,0,0,0,0,0
MBD3L5,0,0,0,0,0,0,0,0,0,0,0,0
MBD3L4,0,0,0,0,0,0,0,0,0,0,0,0
MBD3L2,0,0,0,0,0,0,0,0,0,0,0,0
MBD3L3,0,0,0,0,0,0,0,0,0,0,0,0
ZNF557,161,291,240,234,247,267,130,78,114,123,109,175
INSR,28,77,61,110,104,117,93,51,105,107,96,114
ARHGEF18,65,111,98,67,68,86,72,77,100,78,59,62
PEX11G,37,74,60,35,24,20,13,11,8,6,10,12
SAXO5,3,0,4,1,1,0,0,0,1,0,0,0
ZNF358,247,338,275,489,382,380,484,347,474,466,543,510
MCOLN1,246,370,254,231,211,247,478,349,379,397,412,438
PNPLA6,876,1856,1304,996,1203,1194,1899,1690,1638,1922,1577,1612
CAMSAP3,365,465,475,580,537,575,2,0,2,1,0,0
MIR6792,0,0,0,0,0,0,0,0,0,0,0,0
XAB2,762,1433,1042,891,953,888,921,741,919,865,908,745
PET100,123,182,133,218,154,139,111,113,142,144,125,154
PCP2,2,3,3,4,0,0,0,0,0,0,1,0
STXBP2,548,629,654,1060,749,779,24,29,14,25,28,9
RPS27AP19,0,0,0,0,0,0,0,0,0,0,0,0
RETN,0,0,0,0,0,0,0,0,0,0,1,0
MCEMP1,0,1,0,0,0,0,0,0,0,0,0,0
TRAPPC5,37,72,63,30,43,72,34,36,28,50,30,31
FCER2,0,0,0,1,0,0,0,2,0,0,1,0
CLEC4G,0,0,0,0,0,0,0,0,0,0,0,0
CD209,0,0,0,0,0,0,0,0,0,0,0,0
RPL21P129,0,0,0,0,0,0,0,0,0,0,0,0
CLEC4M,0,0,0,0,0,0,0,0,0,0,0,0
EVI5L,323,595,463,383,488,414,721,536,652,748,671,712
PRR36,207,262,269,386,431,393,2,2,1,2,4,2
RNA5SP463,0,0,0,0,0,0,0,0,0,0,0,0
LRRC8E,5,9,8,6,25,26,9,7,5,15,9,13
MAP2K7,486,694,700,683,780,796,597,515,667,603,702,679
TGFBR3L,13,25,8,7,6,6,67,59,90,110,85,71
SNAPC2,189,236,274,342,286,283,484,415,591,583,591,593
CTXN1,33,35,28,97,75,87,26,16,30,93,49,78
TIMM44,936,1360,1095,1352,1182,1181,750,736,931,555,703,623
ELAVL1,1785,2933,2536,2538,2678,2456,2123,1872,2296,1894,2210,1974
LOC105372266,4,10,7,12,6,3,1,0,6,3,4,5
CCL25,1,3,2,7,4,3,0,0,0,0,0,0
FBN3,1,3,3,2,5,1,0,0,0,0,0,0
LOC100422633,0,0,0,0,0,0,0,0,0,0,0,0
CERS4,1,6,4,1,2,0,0,0,5,0,0,1
CD320,1092,1591,1423,2378,1775,1810,544,525,720,686,762,748
NDUFA7,9,15,4,7,14,10,2,4,7,2,8,3
RPS28,4366,6742,6116,9928,7641,7488,7506,6504,7958,7356,9066,8006
KANK3,1,2,4,4,2,2,2,2,1,0,1,0
ANGPTL4,4,5,7,8,8,5,131,260,218,224,241,327
RAB11B-AS1,24,38,18,22,16,18,19,19,21,15,19,17
MIR4999,0,0,2,1,0,1,0,0,0,0,0,0
RAB11B,1291,2080,1647,1769,1557,1655,1251,1093,1432,1468,1388,1392
MARCHF2,282,578,387,486,427,411,220,205,232,348,261,296
HNRNPM,5109,9870,7996,6825,7039,6977,5290,4809,5649,4866,5690,5805
PRAM1,2,1,7,1,0,2,0,1,1,0,4,0
ZNF414,200,316,278,302,342,300,142,92,148,192,164,174
MYO1F,29,35,28,30,41,34,29,23,32,40,44,31
ADAMTS10,0,0,0,2,0,0,35,21,42,43,73,44
NFILZ,0,0,0,0,0,0,0,0,0,0,0,0
ACTL9,0,0,0,0,0,0,0,0,0,0,0,0
OR2Z1,0,0,0,0,0,0,0,0,0,0,0,0
RPL23AP78,0,0,0,0,0,0,0,0,0,0,0,0
ZNF558,190,295,299,304,292,333,170,115,190,183,195,196
MBD3L1,0,0,0,0,0,1,0,0,0,0,0,0
MUC16,0,0,0,1,1,0,0,0,0,0,1,0
OR1M1,0,0,0,0,0,0,0,1,0,0,0,0
OR7G2,0,0,0,0,0,0,0,0,0,0,0,0
OR7G1,0,0,0,0,0,0,0,0,0,0,0,0
OR7G3,0,0,0,0,0,0,0,0,0,0,0,0
ZNF317,628,1211,950,478,730,697,461,310,425,338,411,380
OR7D2,14,30,11,20,21,19,0,0,0,0,1,0
OR7E25P,0,0,0,0,0,0,0,0,0,0,0,1
OR7D4,0,0,0,0,0,0,2,0,0,0,0,0
OR7E24,0,0,0,0,0,0,0,0,0,0,0,0
OR7E18P,0,0,0,0,0,0,0,0,0,0,0,0
OR7E19P,0,0,0,1,2,1,0,0,0,0,0,0
OR7H1P,0,0,0,0,0,0,0,0,0,0,0,0
ZNF699,22,42,39,10,22,15,57,27,29,36,29,47
ZNF559,59,94,102,106,64,95,165,157,194,163,193,184
ZNF559-ZNF177,0,0,0,0,0,0,1,1,0,4,3,2
ZNF177,0,1,0,0,0,0,0,0,0,0,0,0
ZNF266,338,615,427,333,330,312,265,254,235,195,204,223
ZNF560,0,0,0,1,0,0,4,6,6,7,2,8
ZNF426,124,313,217,124,126,153,304,248,265,227,250,274
ZNF426-DT,4,14,4,2,3,1,30,13,14,15,14,13
ZNF121,664,863,878,1165,1072,1037,333,322,326,299,361,291
ZNF561,248,454,408,324,299,358,359,288,432,405,426,406
ZNF561-AS1,98,173,159,79,86,68,132,114,125,107,82,92
ZNF562,197,362,341,298,291,339,315,242,320,295,362,340
RPS4XP22,0,0,0,0,2,0,2,0,1,1,0,0
ZNF846,9,14,12,11,13,15,41,33,37,54,60,43
FBXL12,337,604,461,408,468,388,511,439,450,485,392,427
LOC124900430,0,0,0,0,0,0,0,0,0,0,0,0
RPL10P15,0,2,2,0,0,0,0,0,0,0,1,1
UBL5,1740,2811,2370,3204,2464,2336,2101,2230,2305,2578,2671,2518
PIN1-DT,1,2,1,1,3,0,0,1,0,0,3,0
PIN1,1198,1786,1554,1603,1378,1326,1286,1295,1398,1475,1603,1601
OLFM2,220,366,391,811,731,737,2,2,6,6,7,10
COL5A3,4,6,4,1,1,1,67,54,41,20,36,46
RDH8,0,0,0,1,0,0,0,0,0,0,0,0
MIR5589,0,0,0,0,0,0,0,0,0,0,0,0
SHFL,70,102,92,102,87,93,257,191,212,230,245,242
ANGPTL6,4,6,0,12,5,3,0,1,2,0,2,1
PPAN-P2RY11,0,0,0,0,0,0,0,0,0,0,0,0
PPAN,42,91,83,80,63,93,54,49,71,25,52,62
SNORD105,0,0,0,0,0,0,0,0,2,0,0,2
SNORD105B,0,0,0,0,0,0,0,1,0,0,0,0
P2RY11,83,170,116,133,185,173,68,50,80,47,68,88
EIF3G,2171,3401,2885,3645,3047,3052,3030,2786,3077,2803,3146,3003
DNMT1,978,1519,1652,2314,3163,3132,1802,1058,2148,2246,2948,2999
S1PR2,28,47,52,147,127,116,128,86,190,259,286,221
MIR4322,0,0,0,0,0,0,0,0,0,0,0,1
MRPL4,591,882,742,1175,968,924,626,549,645,518,675,670
ICAM1,547,1157,935,876,1428,1423,294,132,381,281,463,257
ICAM4-AS1,0,0,0,4,0,1,0,0,0,0,0,0
ICAM4,0,0,0,0,0,0,0,0,0,0,0,0
ICAM5,1,0,1,2,3,4,40,40,72,183,116,73
ZGLP1,24,15,24,28,16,19,25,17,23,20,16,19
FDX2,2,0,1,2,0,1,2,0,1,0,2,1
RAVER1,191,448,298,165,276,307,432,341,415,363,370,352
ICAM3,0,0,0,0,0,0,0,0,0,0,0,0
TYK2,1053,1518,1473,930,1040,1145,1373,1181,1246,1212,1211,1195
CDC37,1858,2502,2418,4223,3925,3770,5084,4515,5174,5087,5334,5797
MIR1181,0,0,0,0,0,0,0,0,0,0,0,0
PDE4A,0,2,3,5,0,0,259,187,243,375,309,317
KEAP1,2993,6144,4036,2626,2962,2724,2075,1735,1933,1437,1881,1621
S1PR5,0,0,0,0,0,0,104,59,102,130,113,162
ATG4D,221,340,286,349,340,376,318,286,388,240,347,320
RNU7-140P,1,0,3,2,1,0,0,0,0,2,1,1
MIR1238,0,0,0,0,0,0,0,0,0,0,0,0
KRI1,358,579,545,597,602,680,623,496,648,516,686,686
CDKN2D,111,215,150,174,140,178,456,283,581,568,747,682
AP1M2,2083,3253,2773,3266,2738,2810,213,227,133,168,142,161
LSM2P1,0,0,0,0,0,0,0,0,0,0,0,0
SLC44A2,2278,3384,2747,3577,3160,3104,4932,3375,4845,5496,5247,4912
ILF3-DT,181,371,259,253,252,242,222,228,231,148,199,146
ILF3,2998,5327,4994,6242,8891,8697,5987,4066,5990,5554,6674,6916
QTRT1,413,379,514,809,569,679,561,401,526,484,618,552
